4.400	0.000	0.000
4.450	0.000	0.000
4.500	0.000	0.000
4.550	0.000	0.000
4.600	0.000	0.000
4.650	0.000	0.000
4.700	0.000	0.000
4.750	0.000	0.000
4.800	0.000	0.000
4.850	0.000	0.000
4.900	0.000	0.000
4.950	0.000	0.000
5.000	0.000	0.000
5.050	0.000	0.000
5.100	0.000	0.000
5.150	0.000	0.000
5.200	0.000	0.000
5.250	0.000	0.000
5.300	0.000	0.000
5.350	0.000	0.000
5.400	0.000	0.000
5.450	0.000	0.000
5.500	0.000	0.000
5.550	0.000	0.000
5.600	0.000	0.000
5.650	0.000	0.000
5.700	0.000	0.000
5.750	0.000	0.000
5.800	0.000	0.000
5.850	0.000	0.000
5.900	0.000	0.000
5.950	0.000	0.000
6.000	0.000	0.000
6.050	0.000	0.000
6.100	0.000	0.000
6.150	0.000	0.000
6.200	0.000	0.000
6.250	0.000	0.000
6.300	3.000	0.000
6.350	3.000	0.733
6.400	3.000	2.067
6.450	3.000	2.800
6.500	3.000	3.033
6.550	3.000	3.267
6.600	3.000	3.233
6.650	3.000	3.367
6.700	3.000	3.367
6.750	3.000	3.333
6.800	3.000	3.467
6.850	3.000	3.400
6.900	3.000	3.367
6.950	3.000	3.400
7.000	3.000	3.467
7.050	3.000	3.533
7.100	3.000	3.367
7.150	3.000	3.433
7.200	3.000	3.433
7.250	3.000	3.533
7.300	3.000	3.367
7.350	3.000	3.533
7.400	3.000	3.433
7.450	3.000	3.467
7.500	3.000	3.433
7.550	3.000	3.500
7.600	3.000	3.433
7.650	3.000	3.300
7.700	3.000	3.467
7.750	3.000	3.367
7.800	3.000	3.433
7.850	3.000	3.467
7.900	3.000	3.433
7.950	3.000	3.433
8.000	3.000	3.333
8.050	3.000	3.500
8.100	3.000	3.333
8.150	3.000	3.433
8.200	3.000	3.500
8.250	3.000	3.400
8.300	3.000	3.367
8.350	3.000	3.533
8.400	3.000	3.467
8.450	3.000	3.433
8.500	3.000	3.400
8.550	3.000	3.500
8.600	3.000	3.367
8.650	3.000	3.433
8.700	3.000	3.467
8.750	3.000	3.433
8.800	3.000	3.500
8.850	3.000	3.400
8.900	3.000	3.433
8.950	3.000	3.433
9.000	3.000	3.433
9.050	3.000	3.433
9.100	3.000	3.367
9.150	3.000	3.433
9.200	3.000	3.433
9.250	3.000	3.467
9.300	3.000	3.500
9.350	3.000	3.433
9.400	3.000	3.367
9.450	3.000	3.433
9.500	3.000	3.500
9.550	3.000	3.467
9.600	3.000	3.433
9.650	3.000	3.500
9.700	3.000	3.333
9.750	3.000	3.533
9.800	3.000	3.367
9.850	3.000	3.433
9.900	3.000	3.500
9.950	3.000	3.433
10.000	3.000	3.433
10.050	3.000	3.433
10.100	3.000	3.567
10.150	3.000	3.367
10.200	3.000	3.433
10.250	3.000	3.433
10.300	3.000	3.433
10.350	3.000	3.400
10.400	3.000	3.467
10.450	3.000	3.567
10.500	3.000	3.367
10.550	3.000	3.600
10.600	3.000	3.400
10.650	3.000	3.500
10.700	3.000	3.367
10.750	3.000	3.433
10.800	3.000	3.500
10.850	3.000	3.467
10.900	3.000	3.500
10.950	3.000	3.400
11.000	3.000	3.433
11.050	3.000	3.500
11.100	3.000	3.500
11.150	3.000	3.433
11.200	3.000	3.433
11.250	3.000	3.500
11.300	3.000	3.500
11.350	3.000	3.500
11.400	3.000	3.367
11.450	3.000	3.500
11.500	3.000	3.367
11.550	3.000	3.433
11.600	3.000	3.433
11.650	3.000	3.433
11.700	3.000	3.433
11.750	3.000	3.433
11.800	3.000	3.500
11.850	3.000	3.433
11.900	3.000	3.367
11.950	3.000	3.433
12.000	3.000	3.433
12.050	3.000	3.433
12.100	3.000	3.433
12.150	3.000	3.400
12.200	3.000	3.500
12.250	3.000	3.433
12.300	3.000	3.500
12.350	3.000	3.500
12.400	3.000	3.433
12.450	3.000	3.500
12.500	3.000	3.567
12.550	3.000	3.433
12.600	3.000	3.433
12.650	3.000	3.367
12.700	3.000	3.500
12.750	3.000	3.500
12.800	3.000	3.400
12.850	3.000	3.433
12.900	3.000	3.433
12.950	3.000	3.467
13.000	3.000	3.433
13.050	3.000	3.433
13.100	3.000	3.500
13.150	3.000	3.367
13.200	3.000	3.567
13.250	3.000	3.367
13.300	3.000	3.467
13.350	3.000	3.500
13.400	3.000	3.500
13.450	3.000	3.367
13.500	3.000	3.433
13.550	3.000	3.433
13.600	3.000	3.467
13.650	3.000	3.500
13.700	3.000	3.433
13.750	3.000	3.500
13.800	3.000	3.467
13.850	3.000	3.500
13.900	3.000	3.500
13.950	3.000	3.467
14.000	3.000	3.467
14.050	3.000	3.367
14.100	3.000	3.500
14.150	3.000	3.433
14.200	3.000	3.500
14.250	3.000	3.500
14.300	3.000	3.500
14.350	3.000	3.400
14.400	3.000	3.433
14.450	3.000	3.567
14.500	3.000	3.467
14.550	3.000	3.333
14.600	3.000	3.500
14.650	3.000	3.467
14.700	3.000	3.433
14.750	3.000	3.500
14.800	3.000	3.367
14.850	3.000	3.533
14.900	3.000	3.467
14.950	3.000	3.433
15.000	3.000	3.433
15.050	3.000	3.567
15.100	3.000	3.400
15.150	3.000	3.367
15.200	3.000	3.467
15.250	3.000	3.467
15.300	3.000	3.467
15.350	3.000	3.500
15.400	3.000	3.400
15.450	3.000	3.533
15.500	3.000	3.400
15.550	3.000	3.467
15.600	3.000	3.500
15.650	3.000	3.367
15.700	3.000	3.400
15.750	3.000	3.433
15.800	3.000	3.567
15.850	3.000	3.433
15.900	3.000	3.500
15.950	3.000	3.567
16.000	3.000	3.367
16.050	3.000	3.433
16.100	3.000	3.433
16.150	3.000	3.433
16.200	3.000	3.400
16.250	3.000	3.467
16.300	3.000	3.400
16.350	3.000	3.433
16.400	3.000	3.433
16.450	3.000	3.433
16.500	3.000	3.400
16.550	3.000	3.533
16.600	3.000	3.400
16.650	3.000	3.433
16.700	3.000	3.433
16.750	3.000	3.433
16.800	3.000	3.567
16.850	3.000	3.433
16.900	3.000	3.433
16.950	3.000	3.433
17.000	3.000	3.433
17.050	3.000	3.400
17.100	3.000	3.533
17.150	3.000	3.433
17.200	3.000	3.567
17.250	3.000	3.433
17.300	3.000	3.433
17.350	3.000	3.433
17.400	3.000	3.367
17.450	3.000	3.500
17.500	3.000	3.433
17.550	3.000	3.467
17.600	3.000	3.433
17.650	3.000	3.467
17.700	3.000	3.433
17.750	3.000	3.500
17.800	3.000	3.400
17.850	3.000	3.433
17.900	3.000	3.433
17.950	3.000	3.467
18.000	3.000	3.433
18.050	3.000	3.433
18.100	3.000	3.433
18.150	3.000	3.433
18.200	3.000	3.500
18.250	3.000	3.367
18.300	3.000	3.500
18.350	3.000	3.333
18.400	3.000	3.500
18.450	3.000	3.433
18.500	3.000	3.367
18.550	3.000	3.500
18.600	3.000	3.467
18.650	3.000	3.433
18.700	3.000	3.433
18.750	3.000	3.433
18.800	3.000	3.433
18.850	3.000	3.433
18.900	3.000	3.467
18.950	3.000	3.433
19.000	3.000	3.367
19.050	3.000	3.467
19.100	3.000	3.433
19.150	3.000	3.433
19.200	3.000	3.500
19.250	3.000	3.433
19.300	3.000	3.433
19.350	3.000	3.433
19.400	3.000	3.433
19.450	3.000	3.433
19.500	3.000	3.433
19.550	3.000	3.433
19.600	3.000	3.500
19.650	3.000	3.367
19.700	3.000	3.500
19.750	3.000	3.500
19.800	3.000	3.367
19.850	3.000	3.433
19.900	3.000	3.433
19.950	3.000	3.467
20.000	3.000	3.433
20.050	3.000	3.500
20.100	3.000	3.400
20.150	3.000	3.500
20.200	3.000	3.500
20.250	3.000	3.467
20.300	3.000	3.400
20.350	3.000	3.500
20.400	3.000	3.433
20.450	3.000	3.500
20.500	3.000	3.400
20.550	3.000	3.433
20.600	3.000	3.500
20.650	3.000	3.433
